repo,issue_number,event_id,event_type,event_created_at,actor_login,label_name,assignee_login
microsoft/vscode,301030,23495364904,labeled,2026-03-12T06:24:27Z,vs-code-engineering[bot],~info-needed,
microsoft/vscode,301030,23495365095,labeled,2026-03-12T06:24:28Z,vs-code-engineering[bot],triage-needed,
microsoft/vscode,301030,23495374390,unlabeled,2026-03-12T06:24:57Z,vs-code-engineering[bot],~info-needed,
microsoft/vscode,301030,23495374402,labeled,2026-03-12T06:24:58Z,vs-code-engineering[bot],info-needed,
microsoft/vscode,301030,23714637742,closed,2026-03-19T11:37:21Z,vs-code-engineering[bot],,
microsoft/vscode,301027,23495241116,labeled,2026-03-12T06:18:55Z,vs-code-engineering[bot],~info-needed,
microsoft/vscode,301027,23495241319,labeled,2026-03-12T06:18:56Z,vs-code-engineering[bot],triage-needed,
microsoft/vscode,301027,23495250668,labeled,2026-03-12T06:19:24Z,vs-code-engineering[bot],info-needed,
microsoft/vscode,301027,23495250954,unlabeled,2026-03-12T06:19:25Z,vs-code-engineering[bot],~info-needed,
microsoft/vscode,301027,23714638917,closed,2026-03-19T11:37:24Z,vs-code-engineering[bot],,
microsoft/vscode,301025,23494728936,labeled,2026-03-12T05:52:14Z,vs-code-engineering[bot],~info-needed,
microsoft/vscode,301025,23494729115,labeled,2026-03-12T05:52:14Z,vs-code-engineering[bot],triage-needed,
microsoft/vscode,301025,23494741164,unlabeled,2026-03-12T05:52:45Z,vs-code-engineering[bot],~info-needed,
microsoft/vscode,301025,23494741182,labeled,2026-03-12T05:52:45Z,vs-code-engineering[bot],info-needed,
microsoft/vscode,301025,23714639845,closed,2026-03-19T11:37:26Z,vs-code-engineering[bot],,
microsoft/vscode,301013,23493501043,assigned,2026-03-12T04:45:39Z,connor4312,,connor4312
microsoft/vscode,301013,23493501069,assigned,2026-03-12T04:45:39Z,DonJayamanne,,DonJayamanne
microsoft/vscode,301013,23493501324,labeled,2026-03-12T04:45:40Z,rebornix,bug,
microsoft/vscode,301013,23493501349,labeled,2026-03-12T04:45:40Z,rebornix,important,
microsoft/vscode,301013,23493501382,labeled,2026-03-12T04:45:40Z,rebornix,copilot-cli-agent,
microsoft/vscode,301013,23663156940,closed,2026-03-18T00:08:11Z,DonJayamanne,,
microsoft/vscode,301013,23663172124,labeled,2026-03-18T00:08:59Z,vs-code-engineering[bot],unreleased,
microsoft/vscode,301013,23671805646,unlabeled,2026-03-18T08:03:06Z,vs-code-engineering[bot],unreleased,
microsoft/vscode,301013,23671805921,labeled,2026-03-18T08:03:07Z,vs-code-engineering[bot],insiders-released,
microsoft/vscode,301011,23493497851,assigned,2026-03-12T04:45:27Z,sandy081,,sandy081
microsoft/vscode,301011,23616979506,labeled,2026-03-16T17:59:44Z,sandy081,bug,
microsoft/vscode,301011,23616979532,labeled,2026-03-16T17:59:44Z,sandy081,upstream,
microsoft/vscode,301011,23616979707,assigned,2026-03-16T17:59:44Z,isidorn,,isidorn
microsoft/vscode,301011,23632689748,closed,2026-03-17T07:04:43Z,isidorn,,
microsoft/vscode,301002,23492311128,labeled,2026-03-12T03:35:08Z,collecokzn-creator,chat-ext-issue,
microsoft/vscode,301002,23492327779,unlabeled,2026-03-12T03:36:01Z,vs-code-engineering[bot],chat-ext-issue,
microsoft/vscode,301002,23492328312,labeled,2026-03-12T03:36:03Z,vs-code-engineering[bot],~info-needed,
microsoft/vscode,301002,23492328485,labeled,2026-03-12T03:36:04Z,vs-code-engineering[bot],triage-needed,
microsoft/vscode,301002,23492335906,unlabeled,2026-03-12T03:36:34Z,vs-code-engineering[bot],~info-needed,
microsoft/vscode,301002,23492335937,labeled,2026-03-12T03:36:35Z,vs-code-engineering[bot],info-needed,
microsoft/vscode,301002,23714641622,closed,2026-03-19T11:37:29Z,vs-code-engineering[bot],,
microsoft/vscode,301001,23493501204,assigned,2026-03-12T04:45:39Z,sandy081,,sandy081
microsoft/vscode,301001,23698371823,labeled,2026-03-18T22:20:32Z,vs-code-engineering[bot],*duplicate,
microsoft/vscode,301001,23698383287,closed,2026-03-18T22:21:09Z,vs-code-engineering[bot],,
microsoft/vscode,300996,23491946072,labeled,2026-03-12T03:12:44Z,vs-code-engineering[bot],triage-needed,
microsoft/vscode,300996,23491946203,assigned,2026-03-12T03:12:44Z,hediet,,hediet
microsoft/vscode,300996,23640599840,closed,2026-03-17T11:36:38Z,hediet,,
microsoft/vscode,300990,23491475407,labeled,2026-03-12T02:42:41Z,vs-code-engineering[bot],~info-needed,
microsoft/vscode,300990,23491475558,labeled,2026-03-12T02:42:42Z,vs-code-engineering[bot],triage-needed,
microsoft/vscode,300990,23491483640,unlabeled,2026-03-12T02:43:13Z,vs-code-engineering[bot],~info-needed,
microsoft/vscode,300990,23491483684,labeled,2026-03-12T02:43:13Z,vs-code-engineering[bot],info-needed,
microsoft/vscode,300990,23714642702,closed,2026-03-19T11:37:32Z,vs-code-engineering[bot],,
microsoft/vscode,300985,23491948018,assigned,2026-03-12T03:12:53Z,sandy081,,sandy081
microsoft/vscode,300985,23616640593,labeled,2026-03-16T17:48:02Z,sandy081,*duplicate,
microsoft/vscode,300985,23616641454,closed,2026-03-16T17:48:04Z,sandy081,,
microsoft/vscode,300984,23491283892,labeled,2026-03-12T02:31:06Z,vs-code-engineering[bot],~chat-request-failed,
microsoft/vscode,300984,23491292681,unlabeled,2026-03-12T02:31:36Z,vs-code-engineering[bot],~chat-request-failed,
microsoft/vscode,300984,23491292799,closed,2026-03-12T02:31:37Z,vs-code-engineering[bot],,
microsoft/vscode,300982,23491181428,labeled,2026-03-12T02:24:56Z,vs-code-engineering[bot],ai-translated,
microsoft/vscode,300982,23491182703,labeled,2026-03-12T02:24:59Z,vs-code-engineering[bot],~info-needed,
microsoft/vscode,300982,23491182922,labeled,2026-03-12T02:24:59Z,vs-code-engineering[bot],triage-needed,
microsoft/vscode,300982,23491190844,unlabeled,2026-03-12T02:25:28Z,vs-code-engineering[bot],~info-needed,
microsoft/vscode,300982,23491190848,labeled,2026-03-12T02:25:28Z,vs-code-engineering[bot],info-needed,
microsoft/vscode,300982,23714643793,closed,2026-03-19T11:37:34Z,vs-code-engineering[bot],,
microsoft/vscode,300975,23491949469,labeled,2026-03-12T03:12:59Z,vs-code-engineering[bot],triage-needed,
microsoft/vscode,300975,23491949647,assigned,2026-03-12T03:13:00Z,connor4312,,connor4312
microsoft/vscode,300975,23493389180,labeled,2026-03-12T04:38:49Z,connor4312,~info-needed,
microsoft/vscode,300975,23493397352,unlabeled,2026-03-12T04:39:18Z,vs-code-engineering[bot],~info-needed,
microsoft/vscode,300975,23493397365,labeled,2026-03-12T04:39:18Z,vs-code-engineering[bot],info-needed,
microsoft/vscode,300975,23666011741,closed,2026-03-18T03:01:03Z,connor4312,,
microsoft/vscode,300974,23490674490,assigned,2026-03-12T01:50:01Z,aeschli,,aeschli
microsoft/vscode,300974,23607908654,labeled,2026-03-16T13:36:35Z,aeschli,info-needed,
microsoft/vscode,300974,23629668501,closed,2026-03-17T04:09:53Z,aussiemate32,,
microsoft/vscode,300974,23649993624,closed,2026-03-17T16:04:17Z,aeschli,,
microsoft/vscode,300972,23490499891,labeled,2026-03-12T01:35:49Z,vs-code-engineering[bot],~info-needed,
microsoft/vscode,300972,23490500061,labeled,2026-03-12T01:35:50Z,vs-code-engineering[bot],triage-needed,
microsoft/vscode,300972,23490507205,unlabeled,2026-03-12T01:36:22Z,vs-code-engineering[bot],~info-needed,
microsoft/vscode,300972,23490507214,labeled,2026-03-12T01:36:22Z,vs-code-engineering[bot],info-needed,
microsoft/vscode,300972,23714645057,closed,2026-03-19T11:37:38Z,vs-code-engineering[bot],,
microsoft/vscode,300971,23490493933,labeled,2026-03-12T01:35:26Z,vs-code-engineering[bot],~info-needed,
microsoft/vscode,300971,23490494122,labeled,2026-03-12T01:35:27Z,vs-code-engineering[bot],triage-needed,
microsoft/vscode,300971,23490501940,unlabeled,2026-03-12T01:35:58Z,vs-code-engineering[bot],~info-needed,
microsoft/vscode,300971,23490501990,labeled,2026-03-12T01:35:58Z,vs-code-engineering[bot],info-needed,
microsoft/vscode,300971,23714646069,closed,2026-03-19T11:37:40Z,vs-code-engineering[bot],,
microsoft/vscode,300970,23490404635,closed,2026-03-12T01:29:42Z,Penamigo,,
microsoft/vscode,300968,23490626301,labeled,2026-03-12T01:45:52Z,vs-code-engineering[bot],triage-needed,
microsoft/vscode,300968,23490626406,assigned,2026-03-12T01:45:53Z,joshspicer,,joshspicer
microsoft/vscode,300968,23555775369,closed,2026-03-13T18:12:59Z,joshspicer,,
microsoft/vscode,300960,23489715034,labeled,2026-03-12T00:40:34Z,vs-code-engineering[bot],~info-needed,
microsoft/vscode,300960,23489715168,labeled,2026-03-12T00:40:35Z,vs-code-engineering[bot],triage-needed,
microsoft/vscode,300960,23489724626,unlabeled,2026-03-12T00:41:14Z,vs-code-engineering[bot],~info-needed,
microsoft/vscode,300960,23489724634,labeled,2026-03-12T00:41:14Z,vs-code-engineering[bot],info-needed,
microsoft/vscode,300960,23714647706,closed,2026-03-19T11:37:42Z,vs-code-engineering[bot],,
microsoft/vscode,300959,23489603814,labeled,2026-03-12T00:33:24Z,vs-code-engineering[bot],~info-needed,
microsoft/vscode,300959,23489603983,labeled,2026-03-12T00:33:25Z,vs-code-engineering[bot],triage-needed,
microsoft/vscode,300959,23489614082,unlabeled,2026-03-12T00:33:59Z,vs-code-engineering[bot],~info-needed,
microsoft/vscode,300959,23489614134,labeled,2026-03-12T00:34:00Z,vs-code-engineering[bot],info-needed,
microsoft/vscode,300959,23489614613,labeled,2026-03-12T00:34:02Z,vs-code-engineering[bot],new release,
microsoft/vscode,300959,23490393359,unlabeled,2026-03-12T01:28:53Z,vs-code-engineering[bot],new release,
microsoft/vscode,300959,23714648833,closed,2026-03-19T11:37:45Z,vs-code-engineering[bot],,
microsoft/vscode,300947,23488739324,labeled,2026-03-11T23:41:33Z,vs-code-engineering[bot],~info-needed,
microsoft/vscode,300947,23488739479,labeled,2026-03-11T23:41:33Z,vs-code-engineering[bot],triage-needed,
microsoft/vscode,300947,23488748943,unlabeled,2026-03-11T23:42:11Z,vs-code-engineering[bot],~info-needed,
microsoft/vscode,300947,23488748966,labeled,2026-03-11T23:42:12Z,vs-code-engineering[bot],info-needed,
microsoft/vscode,300947,23714650182,closed,2026-03-19T11:37:47Z,vs-code-engineering[bot],,
microsoft/vscode,300941,23487942414,assigned,2026-03-11T22:54:15Z,dmitrivMS,,dmitrivMS
microsoft/vscode,300941,23487942741,labeled,2026-03-11T22:54:16Z,cwebster-99,feature-request,
microsoft/vscode,300941,23487942787,labeled,2026-03-11T22:54:16Z,cwebster-99,telemetry,
microsoft/vscode,300941,23549019513,closed,2026-03-13T14:44:57Z,dmitrivMS,,
microsoft/vscode,300941,23549042466,labeled,2026-03-13T14:45:31Z,vs-code-engineering[bot],unreleased,
microsoft/vscode,300941,23556728889,unlabeled,2026-03-13T18:51:00Z,vs-code-engineering[bot],unreleased,
microsoft/vscode,300941,23556729193,labeled,2026-03-13T18:51:01Z,vs-code-engineering[bot],insiders-released,
microsoft/vscode,300941,23556741655,labeled,2026-03-13T18:51:34Z,vs-code-engineering[bot],verification-needed,
microsoft/vscode,300941,23617689070,labeled,2026-03-16T18:24:52Z,rzhao271,~verification-steps-needed,
microsoft/vscode,300941,23617705221,unlabeled,2026-03-16T18:25:29Z,vs-code-engineering[bot],~verification-steps-needed,
microsoft/vscode,300941,23617705277,labeled,2026-03-16T18:25:29Z,vs-code-engineering[bot],verification-steps-needed,
microsoft/vscode,300941,23619327934,unlabeled,2026-03-16T19:22:50Z,vijayupadya,verification-needed,
microsoft/vscode,300941,23619327962,labeled,2026-03-16T19:22:50Z,vijayupadya,verified,
microsoft/vscode,300941,23620788487,unlabeled,2026-03-16T20:14:38Z,dmitrivMS,verification-steps-needed,
microsoft/vscode,300937,23488317249,labeled,2026-03-11T23:15:53Z,vs-code-engineering[bot],triage-needed,
microsoft/vscode,300937,23488317428,assigned,2026-03-11T23:15:54Z,connor4312,,connor4312
microsoft/vscode,300937,23488533698,labeled,2026-03-11T23:28:44Z,connor4312,~info-needed,
microsoft/vscode,300937,23488542758,unlabeled,2026-03-11T23:29:20Z,vs-code-engineering[bot],~info-needed,
microsoft/vscode,300937,23488542785,labeled,2026-03-11T23:29:20Z,vs-code-engineering[bot],info-needed,
microsoft/vscode,300937,23493395658,unassigned,2026-03-12T04:39:11Z,connor4312,,connor4312
microsoft/vscode,300937,23493395700,assigned,2026-03-12T04:39:12Z,sandy081,,sandy081
microsoft/vscode,300937,23493395742,assigned,2026-03-12T04:39:12Z,TylerLeonhardt,,TylerLeonhardt
microsoft/vscode,300937,23493406037,unlabeled,2026-03-12T04:39:45Z,vs-code-engineering[bot],triage-needed,
microsoft/vscode,300937,23565954856,unassigned,2026-03-14T03:08:55Z,TylerLeonhardt,,TylerLeonhardt
microsoft/vscode,300937,23714650919,closed,2026-03-19T11:37:49Z,vs-code-engineering[bot],,
microsoft/vscode,300930,23486469200,labeled,2026-03-11T21:50:26Z,vs-code-engineering[bot],new release,
microsoft/vscode,300930,23487183984,labeled,2026-03-11T22:16:29Z,vs-code-engineering[bot],triage-needed,
microsoft/vscode,300930,23487184256,assigned,2026-03-11T22:16:30Z,DonJayamanne,,DonJayamanne
microsoft/vscode,300930,23490394397,unlabeled,2026-03-12T01:28:53Z,vs-code-engineering[bot],new release,
microsoft/vscode,300930,23663600588,closed,2026-03-18T00:33:58Z,EtaoinWu,,
microsoft/vscode,300928,23486100809,labeled,2026-03-11T21:39:21Z,vs-code-engineering[bot],~spam,
microsoft/vscode,300928,23486120526,unlabeled,2026-03-11T21:40:01Z,vs-code-engineering[bot],~spam,
microsoft/vscode,300928,23486120682,labeled,2026-03-11T21:40:01Z,vs-code-engineering[bot],spam,
microsoft/vscode,300928,23486120918,closed,2026-03-11T21:40:01Z,vs-code-engineering[bot],,
microsoft/vscode,300922,23485229793,assigned,2026-03-11T21:09:04Z,meganrogge,,meganrogge
microsoft/vscode,300922,23485304005,labeled,2026-03-11T21:11:55Z,meganrogge,feature-request,
microsoft/vscode,300922,23485326556,labeled,2026-03-11T21:12:51Z,meganrogge,chat-ask,
microsoft/vscode,300922,23486207137,closed,2026-03-11T21:42:32Z,meganrogge,,
microsoft/vscode,300922,23486222640,labeled,2026-03-11T21:43:00Z,vs-code-engineering[bot],unreleased,
microsoft/vscode,300922,23510487063,unlabeled,2026-03-12T14:33:24Z,vs-code-engineering[bot],unreleased,
microsoft/vscode,300922,23510487604,labeled,2026-03-12T14:33:25Z,vs-code-engineering[bot],insiders-released,
microsoft/vscode,300922,23510508214,labeled,2026-03-12T14:33:59Z,vs-code-engineering[bot],verification-needed,
microsoft/vscode,300922,23617782614,labeled,2026-03-16T18:28:12Z,roblourens,verified,
microsoft/vscode,300919,23485065781,labeled,2026-03-11T21:02:48Z,vs-code-engineering[bot],new release,
microsoft/vscode,300919,23485486988,labeled,2026-03-11T21:18:55Z,vs-code-engineering[bot],triage-needed,
microsoft/vscode,300919,23485487457,assigned,2026-03-11T21:18:56Z,alexr00,,alexr00
microsoft/vscode,300919,23490394980,unlabeled,2026-03-12T01:28:53Z,vs-code-engineering[bot],new release,
microsoft/vscode,300919,23601629528,assigned,2026-03-16T10:04:45Z,bpasero,,bpasero
microsoft/vscode,300919,23601629605,unassigned,2026-03-16T10:04:45Z,alexr00,,alexr00
microsoft/vscode,300919,23601630639,unlabeled,2026-03-16T10:04:47Z,alexr00,triage-needed,
microsoft/vscode,300919,23603659367,labeled,2026-03-16T11:12:08Z,bpasero,bug,
microsoft/vscode,300919,23603659427,labeled,2026-03-16T11:12:08Z,bpasero,chat,
microsoft/vscode,300919,23604293940,assigned,2026-03-16T11:35:18Z,Copilot,,Copilot
microsoft/vscode,300919,23604296980,assigned,2026-03-16T11:35:25Z,connor4312,,connor4312
microsoft/vscode,300919,23609704233,closed,2026-03-16T14:26:22Z,bpasero,,
microsoft/vscode,300919,23609723882,labeled,2026-03-16T14:26:56Z,vs-code-engineering[bot],unreleased,
microsoft/vscode,300919,23671807148,unlabeled,2026-03-18T08:03:10Z,vs-code-engineering[bot],unreleased,
microsoft/vscode,300919,23671807538,labeled,2026-03-18T08:03:10Z,vs-code-engineering[bot],insiders-released,
microsoft/vscode,300918,23485042648,labeled,2026-03-11T21:01:58Z,vs-code-engineering[bot],~info-needed,
microsoft/vscode,300918,23485043000,labeled,2026-03-11T21:01:59Z,vs-code-engineering[bot],triage-needed,
microsoft/vscode,300918,23485058849,unlabeled,2026-03-11T21:02:34Z,vs-code-engineering[bot],~info-needed,
microsoft/vscode,300918,23485058886,labeled,2026-03-11T21:02:34Z,vs-code-engineering[bot],info-needed,
microsoft/vscode,300918,23485059836,labeled,2026-03-11T21:02:36Z,vs-code-engineering[bot],new release,
microsoft/vscode,300918,23490395363,unlabeled,2026-03-12T01:28:53Z,vs-code-engineering[bot],new release,
microsoft/vscode,300918,23714651961,closed,2026-03-19T11:37:52Z,vs-code-engineering[bot],,
microsoft/vscode,300911,23484253177,labeled,2026-03-11T20:31:24Z,VFL-Mike-Cao,chat-ext-issue,
microsoft/vscode,300911,23484277698,unlabeled,2026-03-11T20:32:24Z,vs-code-engineering[bot],chat-ext-issue,
microsoft/vscode,300911,23484294410,labeled,2026-03-11T20:33:05Z,vs-code-engineering[bot],new release,
microsoft/vscode,300911,23485489947,assigned,2026-03-11T21:19:01Z,TylerLeonhardt,,TylerLeonhardt
microsoft/vscode,300911,23487239511,labeled,2026-03-11T22:19:02Z,TylerLeonhardt,info-needed,
microsoft/vscode,300911,23490395608,unlabeled,2026-03-12T01:28:53Z,vs-code-engineering[bot],new release,
microsoft/vscode,300911,23714653008,closed,2026-03-19T11:37:55Z,vs-code-engineering[bot],,
microsoft/vscode,300892,23482807127,labeled,2026-03-11T19:43:59Z,vs-code-engineering[bot],~info-needed,
microsoft/vscode,300892,23482807402,labeled,2026-03-11T19:43:59Z,vs-code-engineering[bot],triage-needed,
microsoft/vscode,300892,23482823933,unlabeled,2026-03-11T19:44:33Z,vs-code-engineering[bot],~info-needed,
microsoft/vscode,300892,23482824001,labeled,2026-03-11T19:44:33Z,vs-code-engineering[bot],info-needed,
microsoft/vscode,300892,23714654002,closed,2026-03-19T11:37:57Z,vs-code-engineering[bot],,
microsoft/vscode,300888,23482450791,labeled,2026-03-11T19:34:12Z,vs-code-engineering[bot],~info-needed,
microsoft/vscode,300888,23482451147,labeled,2026-03-11T19:34:13Z,vs-code-engineering[bot],triage-needed,
microsoft/vscode,300888,23482467599,labeled,2026-03-11T19:34:43Z,vs-code-engineering[bot],new release,
microsoft/vscode,300888,23482467770,unlabeled,2026-03-11T19:34:44Z,vs-code-engineering[bot],~info-needed,
microsoft/vscode,300888,23482467799,labeled,2026-03-11T19:34:44Z,vs-code-engineering[bot],info-needed,
microsoft/vscode,300888,23490396223,unlabeled,2026-03-12T01:28:53Z,vs-code-engineering[bot],new release,
microsoft/vscode,300888,23714655350,closed,2026-03-19T11:38:00Z,vs-code-engineering[bot],,
microsoft/vscode,300876,23481328554,labeled,2026-03-11T18:54:57Z,vs-code-engineering[bot],~info-needed,
microsoft/vscode,300876,23481328911,labeled,2026-03-11T18:54:57Z,vs-code-engineering[bot],triage-needed,
microsoft/vscode,300876,23481348308,unlabeled,2026-03-11T18:55:38Z,vs-code-engineering[bot],~info-needed,
microsoft/vscode,300876,23481348388,labeled,2026-03-11T18:55:38Z,vs-code-engineering[bot],info-needed,
microsoft/vscode,300876,23714656584,closed,2026-03-19T11:38:02Z,vs-code-engineering[bot],,
microsoft/vscode,300875,23481175429,labeled,2026-03-11T18:49:40Z,vs-code-engineering[bot],ai-translated,
microsoft/vscode,300875,23481178134,labeled,2026-03-11T18:49:45Z,vs-code-engineering[bot],~chat-request-failed,
microsoft/vscode,300875,23481194210,unlabeled,2026-03-11T18:50:19Z,vs-code-engineering[bot],~chat-request-failed,
microsoft/vscode,300875,23481194461,closed,2026-03-11T18:50:19Z,vs-code-engineering[bot],,
microsoft/vscode,300875,23481194978,labeled,2026-03-11T18:50:20Z,vs-code-engineering[bot],new release,
microsoft/vscode,300867,23479991450,assigned,2026-03-11T18:08:27Z,sandy081,,sandy081
microsoft/vscode,300867,23698405791,labeled,2026-03-18T22:22:19Z,vs-code-engineering[bot],*duplicate,
microsoft/vscode,300867,23698416593,closed,2026-03-18T22:22:57Z,vs-code-engineering[bot],,
microsoft/vscode,300866,23479928576,labeled,2026-03-11T18:06:10Z,vs-code-engineering[bot],testplan-item,
microsoft/vscode,300866,23486928166,labeled,2026-03-11T22:06:14Z,jruales,browser-integration,
microsoft/vscode,300866,23595804401,assigned,2026-03-16T06:22:46Z,lszomoru,,lszomoru
microsoft/vscode,300866,23595804441,assigned,2026-03-16T06:22:46Z,jukasper,,jukasper
microsoft/vscode,300866,23604614692,unassigned,2026-03-16T11:47:30Z,lszomoru,,lszomoru
microsoft/vscode,300866,23619333648,unassigned,2026-03-16T19:23:04Z,jukasper,,jukasper
microsoft/vscode,300866,23620832589,closed,2026-03-16T20:16:12Z,mjbvz,,
microsoft/vscode,300859,23479196020,closed,2026-03-11T17:41:23Z,RenatofilhoDevandtech,,
microsoft/vscode,300859,23479239644,labeled,2026-03-11T17:42:53Z,vs-code-engineering[bot],ai-translated,
microsoft/vscode,300859,23479242557,assigned,2026-03-11T17:43:00Z,roblourens,,roblourens
microsoft/vscode,300856,23478999838,labeled,2026-03-11T17:34:56Z,vs-code-engineering[bot],~info-needed,
microsoft/vscode,300856,23479000214,labeled,2026-03-11T17:34:56Z,vs-code-engineering[bot],triage-needed,
microsoft/vscode,300856,23479018260,unlabeled,2026-03-11T17:35:30Z,vs-code-engineering[bot],~info-needed,
microsoft/vscode,300856,23479018299,labeled,2026-03-11T17:35:30Z,vs-code-engineering[bot],info-needed,
microsoft/vscode,300856,23714657767,closed,2026-03-19T11:38:05Z,vs-code-engineering[bot],,
microsoft/vscode,300853,23478737932,labeled,2026-03-11T17:27:22Z,vs-code-engineering[bot],~chat-request-failed,
microsoft/vscode,300853,23478766017,unlabeled,2026-03-11T17:28:09Z,vs-code-engineering[bot],~chat-request-failed,
microsoft/vscode,300853,23478766260,closed,2026-03-11T17:28:10Z,vs-code-engineering[bot],,
microsoft/vscode,300842,23478830513,labeled,2026-03-11T17:29:58Z,vs-code-engineering[bot],triage-needed,
microsoft/vscode,300842,23478830962,assigned,2026-03-11T17:29:59Z,alexr00,,alexr00
microsoft/vscode,300842,23602211133,unassigned,2026-03-16T10:23:35Z,alexr00,,alexr00
microsoft/vscode,300842,23602211367,assigned,2026-03-16T10:23:36Z,dmitrivMS,,dmitrivMS
microsoft/vscode,300842,23602214725,unlabeled,2026-03-16T10:23:41Z,alexr00,triage-needed,
microsoft/vscode,300842,23621018486,labeled,2026-03-16T20:22:53Z,dmitrivMS,feature-request,
microsoft/vscode,300842,23621018505,labeled,2026-03-16T20:22:53Z,dmitrivMS,install-update,
microsoft/vscode,300842,23621018523,labeled,2026-03-16T20:22:54Z,dmitrivMS,windows,
microsoft/vscode,300842,23622202797,closed,2026-03-16T21:07:59Z,dmitrivMS,,
microsoft/vscode,300833,23477242954,assigned,2026-03-11T16:41:33Z,pwang347,,pwang347
microsoft/vscode,300833,23530060091,closed,2026-03-13T02:13:03Z,pwang347,,
microsoft/vscode,300833,23530061142,labeled,2026-03-13T02:13:06Z,pwang347,bug,
microsoft/vscode,300833,23617610245,assigned,2026-03-16T18:21:51Z,aeschli,,aeschli
microsoft/vscode,300833,23621291072,labeled,2026-03-16T20:32:57Z,amunger,verification-steps-needed,
microsoft/vscode,300833,23621667255,unlabeled,2026-03-16T20:47:09Z,amunger,verification-steps-needed,
microsoft/vscode,300833,23621749042,labeled,2026-03-16T20:50:27Z,amunger,verified,
microsoft/vscode,300829,23476340600,closed,2026-03-11T16:13:24Z,vallamost,,
microsoft/vscode,300829,23476357010,labeled,2026-03-11T16:13:56Z,vs-code-engineering[bot],~info-needed,
microsoft/vscode,300829,23476357370,labeled,2026-03-11T16:13:56Z,vs-code-engineering[bot],triage-needed,
microsoft/vscode,300829,23476381719,labeled,2026-03-11T16:14:44Z,vs-code-engineering[bot],new release,
microsoft/vscode,300829,23476550554,unlabeled,2026-03-11T16:20:07Z,vs-code-engineering[bot],~info-needed,
microsoft/vscode,300829,23476550640,labeled,2026-03-11T16:20:08Z,vs-code-engineering[bot],info-needed,
microsoft/vscode,300814,23474729897,labeled,2026-03-11T15:26:51Z,vs-code-engineering[bot],new release,
microsoft/vscode,300814,23476867048,assigned,2026-03-11T16:30:10Z,meganrogge,,meganrogge
microsoft/vscode,300814,23477362820,unassigned,2026-03-11T16:44:56Z,meganrogge,,meganrogge
microsoft/vscode,300814,23477362871,assigned,2026-03-11T16:44:56Z,roblourens,,roblourens
microsoft/vscode,300814,23477364722,labeled,2026-03-11T16:45:00Z,meganrogge,info-needed,
microsoft/vscode,300814,23490397855,unlabeled,2026-03-12T01:28:53Z,vs-code-engineering[bot],new release,
microsoft/vscode,300814,23714659229,closed,2026-03-19T11:38:09Z,vs-code-engineering[bot],,
microsoft/vscode,300806,23474758451,labeled,2026-03-11T15:27:42Z,vs-code-engineering[bot],triage-needed,
microsoft/vscode,300806,23474759158,assigned,2026-03-11T15:27:43Z,lramos15,,lramos15
microsoft/vscode,300806,23476009161,assigned,2026-03-11T16:03:18Z,meganrogge,,meganrogge
microsoft/vscode,300806,23476009319,unassigned,2026-03-11T16:03:19Z,lramos15,,lramos15
microsoft/vscode,300806,23476010457,assigned,2026-03-11T16:03:21Z,Tyriar,,Tyriar
microsoft/vscode,300806,23476012337,unlabeled,2026-03-11T16:03:24Z,lramos15,triage-needed,
microsoft/vscode,300806,23489808930,closed,2026-03-12T00:46:55Z,meganrogge,,
microsoft/vscode,300802,23473135271,labeled,2026-03-11T14:43:02Z,vs-code-engineering[bot],~info-needed,
microsoft/vscode,300802,23473135878,labeled,2026-03-11T14:43:04Z,vs-code-engineering[bot],triage-needed,
microsoft/vscode,300802,23473154069,unlabeled,2026-03-11T14:43:36Z,vs-code-engineering[bot],~info-needed,
microsoft/vscode,300802,23473154110,labeled,2026-03-11T14:43:36Z,vs-code-engineering[bot],info-needed,
microsoft/vscode,300802,23473158711,labeled,2026-03-11T14:43:44Z,vs-code-engineering[bot],new release,
microsoft/vscode,300802,23490398065,unlabeled,2026-03-12T01:28:53Z,vs-code-engineering[bot],new release,
microsoft/vscode,300802,23714659989,closed,2026-03-19T11:38:11Z,vs-code-engineering[bot],,
microsoft/vscode,300801,23472435996,labeled,2026-03-11T14:23:42Z,vs-code-engineering[bot],ai-translated,
microsoft/vscode,300801,23472438333,labeled,2026-03-11T14:23:46Z,vs-code-engineering[bot],~info-needed,
microsoft/vscode,300801,23472438901,labeled,2026-03-11T14:23:46Z,vs-code-engineering[bot],triage-needed,
microsoft/vscode,300801,23472458604,labeled,2026-03-11T14:24:17Z,vs-code-engineering[bot],new release,
microsoft/vscode,300801,23472486097,unlabeled,2026-03-11T14:25:02Z,vs-code-engineering[bot],~info-needed,
microsoft/vscode,300801,23472486142,labeled,2026-03-11T14:25:02Z,vs-code-engineering[bot],info-needed,
microsoft/vscode,300801,23490398337,unlabeled,2026-03-12T01:28:53Z,vs-code-engineering[bot],new release,
microsoft/vscode,300801,23714661077,closed,2026-03-19T11:38:13Z,vs-code-engineering[bot],,
microsoft/vscode,300800,23472464963,labeled,2026-03-11T14:24:27Z,vs-code-engineering[bot],ai-translated,
microsoft/vscode,300800,23472467801,labeled,2026-03-11T14:24:32Z,vs-code-engineering[bot],~info-needed,
microsoft/vscode,300800,23472468224,labeled,2026-03-11T14:24:32Z,vs-code-engineering[bot],triage-needed,
