repo,issue_id,issue_number,clean_title,clean_body,clean_text,labels_normalised,primary_label,state,created_at,closed_at,resolution_time_hours,comments_count,author_login,author_type,assignee_login,missing_version_flag,missing_error_flag,has_solution_comment
microsoft/vscode,4050693157,300399,this extension is using the api proposals 'chatdebug' and 'chatparticipantprivate' that are not compatible with the current version of vs code,"- copilot chat extension version: 0.39. [hash] - vs code version: 1.112.0-insider - os version: windows 10.0.19045.6456 - feature (e.g. agent/edit/ask mode): chat extension - selected model (e.g. gpt 4.1, claude 3.7 sonnet): n/a - logs: steps to reproduce: 1. open vs code insiders 2. extension doesn't load as it's ""not compatible"". when i ""show extension"" this is displayed ""this extension is using the api proposals 'chatdebug' and 'chatparticipantprivate' that are not compatible with the current version of vs code."" on the extension details panel. i have reloaded multiple times / checked for updates etc.","this extension is using the api proposals 'chatdebug' and 'chatparticipantprivate' that are not compatible with the current version of vs code - copilot chat extension version: 0.39. [hash] - vs code version: 1.112.0-insider - os version: windows 10.0.19045.6456 - feature (e.g. agent/edit/ask mode): chat extension - selected model (e.g. gpt 4.1, claude 3.7 sonnet): n/a - logs: steps to reproduce: 1. open vs code insiders 2. extension doesn't load as it's ""not compatible"". when i ""show extension"" this is displayed ""this extension is using the api proposals 'chatdebug' and 'chatparticipantprivate' that are not compatible with the current version of vs code."" on the extension details panel. i have reloaded multiple times / checked for updates etc.",triage,triage,closed,2026-03-10 10:01:05+00:00,2026-03-10 13:58:29+00:00,3.96,2,bcameron812,User,dmitrivMS,0,1,1
microsoft/vscode,4050633716,300394,квота,"type: performance issue исчерпать квоту сообщений vs code version: code 1.110.1 ( [hash] , 2026-03-06t23:03:27.520z) os version: windows nt x64 10.0.26200 modes: workspace info [code block]","квота type: performance issue исчерпать квоту сообщений vs code version: code 1.110.1 ( [hash] , 2026-03-06t23:03:27.520z) os version: windows nt x64 10.0.26200 modes: workspace info [code block]",info_needed|triage|ai_translated,triage,closed,2026-03-10 09:49:44+00:00,2026-03-17 11:40:53+00:00,169.85,4,lolkek23072024-lgtm,User,unassigned,0,1,0
microsoft/vscode,4050435958,300388,"sorry, your request failed. please try again. copilot request id: dd23a108-07d5-46d5-be03- [hash] gh request id: 2354:27f300:388d0:3e831:69afdf13 reason: request failed: 408 {""error"":{""message"":""timed out reading request body. try again, or use a smaller request size."",""code"":""user request timeout""}}","type: bug sorry, your request failed. please try again. copilot request id: dd23a108-07d5-46d5-be03- [hash] gh request id: 2354:27f300:388d0:3e831:69afdf13 reason: request failed: 408 {""error"":{""message"":""timed out reading request body. try again, or use a smaller request size."",""code"":""user request timeout""}} extension version: 0.38.2 vs code version: code 1.110.1 ( [hash] , 2026-03-06t23:03:27.520z) os version: windows nt x64 10.0.26100 modes: system info |item|value| |cpus|intel(r) core(tm) ultra 5 125h (18 x 2995)| |gpu status|2d canvas: enabled gpu0: vendor= 0x8086, device=0x7d55 [intel(r) arc(tm) graphics], driver vendor=intel, driver version=31.0.101.5522 active gpu1: vendor= 0x1414, device=0x008c [microsoft basic render driver], driver version=10.0.26100.4768 machine model name: machine model version: direct rendering display compositor: disabled off ok gpu compositing: enabled multiple raster threads: enabled on opengl: enabled on rasterization: enabled raw draw: disabled off ok skia graphite: disabled off trees in viz: disabled off video decode: enabled video encode: enabled webgl: enabled webgl2: enabled webgpu: enabled webnn: disabled off| |load (avg)|undefined| |memory (system)|31.52gb (11.31gb free)| |process argv|--crash-reporter-id 2eb28df0-4650-4a6b-bb62- [hash] | |screen reader|no| |vm|0%| a/b experiments [code block]","sorry, your request failed. please try again. copilot request id: dd23a108-07d5-46d5-be03- [hash] gh request id: 2354:27f300:388d0:3e831:69afdf13 reason: request failed: 408 {""error"":{""message"":""timed out reading request body. try again, or use a smaller request size."",""code"":""user request timeout""}} type: bug sorry, your request failed. please try again. copilot request id: dd23a108-07d5-46d5-be03- [hash] gh request id: 2354:27f300:388d0:3e831:69afdf13 reason: request failed: 408 {""error"":{""message"":""timed out reading request body. try again, or use a smaller request size."",""code"":""user request timeout""}} extension version: 0.38.2 vs code version: code 1.110.1 ( [hash] , 2026-03-06t23:03:27.520z) os version: windows nt x64 10.0.26100 modes: system info |item|value| |cpus|intel(r) core(tm) ultra 5 125h (18 x 2995)| |gpu status|2d canvas: enabled gpu0: vendor= 0x8086, device=0x7d55 [intel(r) arc(tm) graphics], driver vendor=intel, driver version=31.0.101.5522 active gpu1: vendor= 0x1414, device=0x008c [microsoft basic render driver], driver version=10.0.26100.4768 machine model name: machine model version: direct rendering display compositor: disabled off ok gpu compositing: enabled multiple raster threads: enabled on opengl: enabled on rasterization: enabled raw draw: disabled off ok skia graphite: disabled off trees in viz: disabled off video decode: enabled video encode: enabled webgl: enabled webgl2: enabled webgpu: enabled webnn: disabled off| |load (avg)|undefined| |memory (system)|31.52gb (11.31gb free)| |process argv|--crash-reporter-id 2eb28df0-4650-4a6b-bb62- [hash] | |screen reader|no| |vm|0%| a/b experiments [code block]",unlabelled,unlabelled,closed,2026-03-10 09:10:58+00:00,2026-03-10 09:12:28+00:00,0.02,2,zuimeiaj,User,unassigned,0,0,0
microsoft/vscode,4050435869,300387,"sorry, your request failed. please try again. copilot request id: dd23a108-07d5-46d5-be03- [hash] gh request id: 2354:27f300:388d0:3e831:69afdf13 reason: request failed: 408 {""error"":{""message"":""timed out reading request body. try again, or use a smaller request size."",""code"":""user request timeout""}}","type: bug sorry, your request failed. please try again. copilot request id: dd23a108-07d5-46d5-be03- [hash] gh request id: 2354:27f300:388d0:3e831:69afdf13 reason: request failed: 408 {""error"":{""message"":""timed out reading request body. try again, or use a smaller request size."",""code"":""user request timeout""}} extension version: 0.38.2 vs code version: code 1.110.1 ( [hash] , 2026-03-06t23:03:27.520z) os version: windows nt x64 10.0.26100 modes: system info |item|value| |cpus|intel(r) core(tm) ultra 5 125h (18 x 2995)| |gpu status|2d canvas: enabled gpu0: vendor= 0x8086, device=0x7d55 [intel(r) arc(tm) graphics], driver vendor=intel, driver version=31.0.101.5522 active gpu1: vendor= 0x1414, device=0x008c [microsoft basic render driver], driver version=10.0.26100.4768 machine model name: machine model version: direct rendering display compositor: disabled off ok gpu compositing: enabled multiple raster threads: enabled on opengl: enabled on rasterization: enabled raw draw: disabled off ok skia graphite: disabled off trees in viz: disabled off video decode: enabled video encode: enabled webgl: enabled webgl2: enabled webgpu: enabled webnn: disabled off| |load (avg)|undefined| |memory (system)|31.52gb (11.31gb free)| |process argv|--crash-reporter-id 2eb28df0-4650-4a6b-bb62- [hash] | |screen reader|no| |vm|0%| a/b experiments [code block]","sorry, your request failed. please try again. copilot request id: dd23a108-07d5-46d5-be03- [hash] gh request id: 2354:27f300:388d0:3e831:69afdf13 reason: request failed: 408 {""error"":{""message"":""timed out reading request body. try again, or use a smaller request size."",""code"":""user request timeout""}} type: bug sorry, your request failed. please try again. copilot request id: dd23a108-07d5-46d5-be03- [hash] gh request id: 2354:27f300:388d0:3e831:69afdf13 reason: request failed: 408 {""error"":{""message"":""timed out reading request body. try again, or use a smaller request size."",""code"":""user request timeout""}} extension version: 0.38.2 vs code version: code 1.110.1 ( [hash] , 2026-03-06t23:03:27.520z) os version: windows nt x64 10.0.26100 modes: system info |item|value| |cpus|intel(r) core(tm) ultra 5 125h (18 x 2995)| |gpu status|2d canvas: enabled gpu0: vendor= 0x8086, device=0x7d55 [intel(r) arc(tm) graphics], driver vendor=intel, driver version=31.0.101.5522 active gpu1: vendor= 0x1414, device=0x008c [microsoft basic render driver], driver version=10.0.26100.4768 machine model name: machine model version: direct rendering display compositor: disabled off ok gpu compositing: enabled multiple raster threads: enabled on opengl: enabled on rasterization: enabled raw draw: disabled off ok skia graphite: disabled off trees in viz: disabled off video decode: enabled video encode: enabled webgl: enabled webgl2: enabled webgpu: enabled webnn: disabled off| |load (avg)|undefined| |memory (system)|31.52gb (11.31gb free)| |process argv|--crash-reporter-id 2eb28df0-4650-4a6b-bb62- [hash] | |screen reader|no| |vm|0%| a/b experiments [code block]",unlabelled,unlabelled,closed,2026-03-10 09:10:57+00:00,2026-03-10 09:12:26+00:00,0.02,2,zuimeiaj,User,unassigned,0,0,0
tensorflow/tensorflow,4026119374,111661,importerror tensorflow,"issue type bug have you reproduced the bug with tensorflow nightly? yes source source tensorflow version 2.20.0 custom code no os platform and distribution no response mobile device no response python version no response bazel version no response gcc/compiler version no response cuda/cudnn version no response gpu model and memory no response current behavior? unable to figure out the tensorflow importerror importerror: dlopen(/opt/anaconda3/lib/python3.13/site-packages/tensorflow/python/platform/ pywrap cpu feature guard.so, 0x0002): symbol not found: zn6google8protobuf8internal15threadsafearena12thread cacheev referenced from: < 5573dd90-ed8c-3c3b-bef2-7a3feeccfe04 /opt/anaconda3/lib/python3.13/site-packages/tensorflow/libtensorflow framework.2.dylib expected in: < 383980d0-6072-35c0-98ed-083365b6cb41 /opt/anaconda3/lib/libprotobuf.33.0.0.dylib standalone code to reproduce the issue [code block] relevant log output [code block]","importerror tensorflow issue type bug have you reproduced the bug with tensorflow nightly? yes source source tensorflow version 2.20.0 custom code no os platform and distribution no response mobile device no response python version no response bazel version no response gcc/compiler version no response cuda/cudnn version no response gpu model and memory no response current behavior? unable to figure out the tensorflow importerror importerror: dlopen(/opt/anaconda3/lib/python3.13/site-packages/tensorflow/python/platform/ pywrap cpu feature guard.so, 0x0002): symbol not found: zn6google8protobuf8internal15threadsafearena12thread cacheev referenced from: < 5573dd90-ed8c-3c3b-bef2-7a3feeccfe04 /opt/anaconda3/lib/python3.13/site-packages/tensorflow/libtensorflow framework.2.dylib expected in: < 383980d0-6072-35c0-98ed-083365b6cb41 /opt/anaconda3/lib/libprotobuf.33.0.0.dylib standalone code to reproduce the issue [code block] relevant log output [code block]",type:bug|type:build/install,type:bug,closed,2026-03-05 06:24:44+00:00,2026-03-06 13:35:23+00:00,31.18,3,Rohit-mel,User,dhantule,0,0,1
tensorflow/tensorflow,3947975314,110532,missing depthwise conv 16x8 xtensa kernel,"the depthwise convolution kernel implementation for xtensa falls back to the reference kernel when using 16-bit activations and 8-bit weights, instead of leveraging the available optimized xtensa implementation.","missing depthwise conv 16x8 xtensa kernel the depthwise convolution kernel implementation for xtensa falls back to the reference kernel when using 16-bit activations and 8-bit weights, instead of leveraging the available optimized xtensa implementation.",type:bug,type:bug,closed,2026-02-16 14:12:42+00:00,2026-02-24 07:38:26+00:00,185.43,6,BO-NIAL,User,Kayyuri,1,1,1
tensorflow/tensorflow,3925179497,110139,footer language dropdown overflows viewport and becomes unselectable across tensorflow.org,"issue type bug have you reproduced the bug with tensorflow nightly? yes source source tensorflow version 2.20 custom code yes os platform and distribution no response mobile device no response python version no response bazel version no response gcc/compiler version no response cuda/cudnn version no response gpu model and memory no response current behavior? affected area: footer section across tensorflow.org (multiple pages tested) issue: the language selector dropdown in the footer overflows outside the visible viewport when clicked. as a result, users are unable to properly view or select language options. steps to reproduce: 1. open any page on [url] 2. scroll to the footer 3. click on the language selector (e.g., ""english"") 4. observe dropdown positioning expected behavior: dropdown menu should remain fully within the viewport and allow language selection. actual behavior: dropdown appears outside the visible screen area, making selection difficult or impossible. tested on: - windows 10 – chrome - mobile (responsive view) - tablet screen sizes screenshot attached. standalone code to reproduce the issue [code block] relevant log output [code block]","footer language dropdown overflows viewport and becomes unselectable across tensorflow.org issue type bug have you reproduced the bug with tensorflow nightly? yes source source tensorflow version 2.20 custom code yes os platform and distribution no response mobile device no response python version no response bazel version no response gcc/compiler version no response cuda/cudnn version no response gpu model and memory no response current behavior? affected area: footer section across tensorflow.org (multiple pages tested) issue: the language selector dropdown in the footer overflows outside the visible viewport when clicked. as a result, users are unable to properly view or select language options. steps to reproduce: 1. open any page on [url] 2. scroll to the footer 3. click on the language selector (e.g., ""english"") 4. observe dropdown positioning expected behavior: dropdown menu should remain fully within the viewport and allow language selection. actual behavior: dropdown appears outside the visible screen area, making selection difficult or impossible. tested on: - windows 10 – chrome - mobile (responsive view) - tablet screen sizes screenshot attached. standalone code to reproduce the issue [code block] relevant log output [code block]",stat:awaiting response|type:bug|stale|tf 2.19,stat:awaiting response,closed,2026-02-11 07:40:37+00:00,2026-02-27 02:17:23+00:00,378.61,5,Saranyadevi979,User,Kayyuri,0,1,0
tensorflow/tensorflow,3911161631,109949,mobilenetv3large loads the mobilenetv3small structure and weights,"issue type bug have you reproduced the bug with tensorflow nightly? no source source tensorflow version 2.18.1 custom code yes os platform and distribution no response mobile device no response python version no response bazel version no response gcc/compiler version no response cuda/cudnn version no response gpu model and memory no response current behavior? i am trying to load the pretrained version of mobilenetv3large, which should output 5.4m parameters in the model summary. however, it always loads the small version, showing 2.9m parameters. i have attached a colab link that can reproduce this issue. when loading the weights, it loads from this link which is printed during the run, which obviously says large but only gives 2.9m parameters: [url] standalone code to reproduce the issue [code block] relevant log output [code block]","mobilenetv3large loads the mobilenetv3small structure and weights issue type bug have you reproduced the bug with tensorflow nightly? no source source tensorflow version 2.18.1 custom code yes os platform and distribution no response mobile device no response python version no response bazel version no response gcc/compiler version no response cuda/cudnn version no response gpu model and memory no response current behavior? i am trying to load the pretrained version of mobilenetv3large, which should output 5.4m parameters in the model summary. however, it always loads the small version, showing 2.9m parameters. i have attached a colab link that can reproduce this issue. when loading the weights, it loads from this link which is printed during the run, which obviously says large but only gives 2.9m parameters: [url] standalone code to reproduce the issue [code block] relevant log output [code block]",stat:awaiting response|type:bug|stale|comp:keras,stat:awaiting response,closed,2026-02-07 20:30:51+00:00,2026-02-26 02:17:14+00:00,437.77,6,LoganBanker,User,Kayyuri,0,1,1
tensorflow/tensorflow,3892220059,109523,[cuda] illegal memory read on topk,"issue type bug have you reproduced the bug with tensorflow nightly? no source source tensorflow version tf 2.20 custom code yes os platform and distribution ubuntu 22.04 mobile device no response python version 3.10 bazel version no response gcc/compiler version no response cuda/cudnn version cuda 12.5.1, cudnn 9.2.1 gpu model and memory no response current behavior? compute-sanitizer reports an out of bounds read on cuda kernel topkkernel standalone code to reproduce the issue [code block] relevant log output [code block]","[cuda] illegal memory read on topk issue type bug have you reproduced the bug with tensorflow nightly? no source source tensorflow version tf 2.20 custom code yes os platform and distribution ubuntu 22.04 mobile device no response python version 3.10 bazel version no response gcc/compiler version no response cuda/cudnn version cuda 12.5.1, cudnn 9.2.1 gpu model and memory no response current behavior? compute-sanitizer reports an out of bounds read on cuda kernel topkkernel standalone code to reproduce the issue [code block] relevant log output [code block]",stat:awaiting response|type:bug|stale|comp:gpu|tf 2.19,stat:awaiting response,closed,2026-02-03 16:55:25+00:00,2026-03-06 02:17:33+00:00,729.37,5,kokol16,User,Kayyuri,0,1,0
tensorflow/tensorflow,3892193154,109522,[cuda] illegal memory read on avgpool3d,"issue type bug have you reproduced the bug with tensorflow nightly? no source source tensorflow version tf 2.20 custom code yes os platform and distribution ubuntu 22.04 mobile device no response python version 3.10 bazel version no response gcc/compiler version no response cuda/cudnn version cuda 12.5.1, cudnn 9.2.1 gpu model and memory no response current behavior? compute-sanitizer reports an out of bounds read on cuda kernel swapdimension1and2intensor3usingtiles standalone code to reproduce the issue [code block] relevant log output [code block]","[cuda] illegal memory read on avgpool3d issue type bug have you reproduced the bug with tensorflow nightly? no source source tensorflow version tf 2.20 custom code yes os platform and distribution ubuntu 22.04 mobile device no response python version 3.10 bazel version no response gcc/compiler version no response cuda/cudnn version cuda 12.5.1, cudnn 9.2.1 gpu model and memory no response current behavior? compute-sanitizer reports an out of bounds read on cuda kernel swapdimension1and2intensor3usingtiles standalone code to reproduce the issue [code block] relevant log output [code block]",stat:awaiting response|type:bug|stale|comp:gpu|tf 2.19,stat:awaiting response,closed,2026-02-03 16:49:36+00:00,2026-02-27 02:17:29+00:00,561.46,4,kokol16,User,dhantule,0,1,0
tensorflow/tensorflow,3892152694,109516,[cuda] illegal memory read on checknumerics,"issue type bug have you reproduced the bug with tensorflow nightly? no source source tensorflow version tf 2.20 custom code yes os platform and distribution ubuntu 22.04 mobile device no response python version 3.10 bazel version no response gcc/compiler version no response cuda/cudnn version cuda 12.5.1, cudnn 9.2.1 gpu model and memory no response current behavior? compute-sanitizer reports an out of bounds read on cuda kernel checknumericskernel standalone code to reproduce the issue [code block] relevant log output [code block]","[cuda] illegal memory read on checknumerics issue type bug have you reproduced the bug with tensorflow nightly? no source source tensorflow version tf 2.20 custom code yes os platform and distribution ubuntu 22.04 mobile device no response python version 3.10 bazel version no response gcc/compiler version no response cuda/cudnn version cuda 12.5.1, cudnn 9.2.1 gpu model and memory no response current behavior? compute-sanitizer reports an out of bounds read on cuda kernel checknumericskernel standalone code to reproduce the issue [code block] relevant log output [code block]",stat:awaiting response|type:bug|stale|comp:gpu|tf 2.19,stat:awaiting response,closed,2026-02-03 16:40:28+00:00,2026-02-27 02:17:30+00:00,561.62,4,kokol16,User,dhantule,0,1,0
tensorflow/tensorflow,3890046156,109469,tf 2.18.0 import warnings with protobuf 6.33.5: getprototype attributeerror,"issue type bug have you reproduced the bug with tensorflow nightly? no source binary tensorflow version tf 2.18 custom code yes os platform and distribution windows 10 mobile device no response python version 3.12.8 bazel version no response gcc/compiler version no response cuda/cudnn version no response gpu model and memory no response current behavior? when importing tensorflow 2.18.0 with protobuf 6.33.5 installed, the console is flooded with multiple [inline code] warnings during the module initialization phase: attributeerror: 'messagefactory' object has no attribute 'getprototype' standalone code to reproduce the issue [code block] relevant log output [code block]","tf 2.18.0 import warnings with protobuf 6.33.5: getprototype attributeerror issue type bug have you reproduced the bug with tensorflow nightly? no source binary tensorflow version tf 2.18 custom code yes os platform and distribution windows 10 mobile device no response python version 3.12.8 bazel version no response gcc/compiler version no response cuda/cudnn version no response gpu model and memory no response current behavior? when importing tensorflow 2.18.0 with protobuf 6.33.5 installed, the console is flooded with multiple [inline code] warnings during the module initialization phase: attributeerror: 'messagefactory' object has no attribute 'getprototype' standalone code to reproduce the issue [code block] relevant log output [code block]",stat:awaiting response|type:bug|comp:core|tf 2.18,stat:awaiting response,closed,2026-02-03 08:56:20+00:00,2026-02-05 01:38:32+00:00,40.7,4,wbs-cz,User,Kayyuri,0,1,1
tensorflow/tensorflow,3868363570,109112,[xla] inconsistent bounds checking: python random batch size causes out-of-bounds access detected in xla but not in eager execution,"issue type bug have you reproduced the bug with tensorflow nightly? yes source source tensorflow version 2.20.0 custom code yes os platform and distribution linux ubuntu 24.04 mobile device no response python version 3.12 bazel version no response gcc/compiler version no response cuda/cudnn version no response gpu model and memory no response current behavior? when using python's [inline code] to determine batch sizes in keras layer [inline code] methods, tensorflow shows inconsistent bounds checking behavior between eager execution and xla compilation. standalone code to reproduce the issue [code block] relevant log output [code block]","[xla] inconsistent bounds checking: python random batch size causes out-of-bounds access detected in xla but not in eager execution issue type bug have you reproduced the bug with tensorflow nightly? yes source source tensorflow version 2.20.0 custom code yes os platform and distribution linux ubuntu 24.04 mobile device no response python version 3.12 bazel version no response gcc/compiler version no response cuda/cudnn version no response gpu model and memory no response current behavior? when using python's [inline code] to determine batch sizes in keras layer [inline code] methods, tensorflow shows inconsistent bounds checking behavior between eager execution and xla compilation. standalone code to reproduce the issue [code block] relevant log output [code block]",stat:awaiting response|type:bug|stale|comp:xla|tf 2.19,stat:awaiting response,closed,2026-01-29 02:20:14+00:00,2026-02-27 02:17:34+00:00,695.96,4,Blooming-Tree,User,Venkat6871,0,1,0
tensorflow/tensorflow,3864147780,109016,[xla] inconsistent parameter type acceptance in tf.image.extract patches: tensor parameters work in eager mode but fail in xla compilation,issue type bug have you reproduced the bug with tensorflow nightly? yes source source tensorflow version 2.20.0 custom code yes os platform and distribution linux ubuntu 24.04 mobile device no response python version 3.12 bazel version no response gcc/compiler version no response cuda/cudnn version no response gpu model and memory no response current behavior? the [inline code] operation shows inconsistent behavior when the [inline code] parameter contains tensor expressions. the operation works correctly in eager execution mode but fails during xla compilation with a type error. standalone code to reproduce the issue [code block] relevant log output [code block],[xla] inconsistent parameter type acceptance in tf.image.extract patches: tensor parameters work in eager mode but fail in xla compilation issue type bug have you reproduced the bug with tensorflow nightly? yes source source tensorflow version 2.20.0 custom code yes os platform and distribution linux ubuntu 24.04 mobile device no response python version 3.12 bazel version no response gcc/compiler version no response cuda/cudnn version no response gpu model and memory no response current behavior? the [inline code] operation shows inconsistent behavior when the [inline code] parameter contains tensor expressions. the operation works correctly in eager execution mode but fails during xla compilation with a type error. standalone code to reproduce the issue [code block] relevant log output [code block],stat:awaiting response|type:bug|stale|comp:xla|tf 2.19,stat:awaiting response,closed,2026-01-28 08:12:10+00:00,2026-03-14 02:17:20+00:00,1074.09,5,Blooming-Tree,User,dhantule,0,1,0
tensorflow/tensorflow,3864083934,109015,[xla] inconsistent error detection: tf.config() callable error caught in xla compilation but not in eager execution,"issue type bug have you reproduced the bug with tensorflow nightly? yes source source tensorflow version 2.20.0 custom code yes os platform and distribution linux ubuntu 24.04 mobile device no response python version 3.12 bazel version no response gcc/compiler version no response cuda/cudnn version no response gpu model and memory no response current behavior? tensorflow shows inconsistent error detection when incorrectly calling [inline code] as a function. the error is caught during xla compilation but not during eager execution, leading to different behaviors in different execution modes. standalone code to reproduce the issue [code block] relevant log output [code block]","[xla] inconsistent error detection: tf.config() callable error caught in xla compilation but not in eager execution issue type bug have you reproduced the bug with tensorflow nightly? yes source source tensorflow version 2.20.0 custom code yes os platform and distribution linux ubuntu 24.04 mobile device no response python version 3.12 bazel version no response gcc/compiler version no response cuda/cudnn version no response gpu model and memory no response current behavior? tensorflow shows inconsistent error detection when incorrectly calling [inline code] as a function. the error is caught during xla compilation but not during eager execution, leading to different behaviors in different execution modes. standalone code to reproduce the issue [code block] relevant log output [code block]",stat:awaiting response|type:bug|stale|comp:xla|tf 2.19,stat:awaiting response,closed,2026-01-28 07:53:43+00:00,2026-03-17 02:17:42+00:00,1146.4,4,Blooming-Tree,User,avmohansai,0,0,0
tensorflow/tensorflow,3841152611,108629,cpu/gpu inconsistency when casting bfloat16 to int8 for the api tf.experimental.numpy.asarray,issue type bug have you reproduced the bug with tensorflow nightly? no source source tensorflow version tf 2.20.0 custom code yes os platform and distribution no response mobile device no python version no response bazel version no response gcc/compiler version no response cuda/cudnn version no response gpu model and memory no response current behavior? tf.experimental.numpy.asarray produces different int8 results on cpu vs gpu for bfloat16 input standalone code to reproduce the issue [code block] relevant log output [code block],cpu/gpu inconsistency when casting bfloat16 to int8 for the api tf.experimental.numpy.asarray issue type bug have you reproduced the bug with tensorflow nightly? no source source tensorflow version tf 2.20.0 custom code yes os platform and distribution no response mobile device no python version no response bazel version no response gcc/compiler version no response cuda/cudnn version no response gpu model and memory no response current behavior? tf.experimental.numpy.asarray produces different int8 results on cpu vs gpu for bfloat16 input standalone code to reproduce the issue [code block] relevant log output [code block],type:bug|comp:ops|tf 2.19,type:bug,closed,2026-01-22 04:11:12+00:00,2026-01-22 22:13:32+00:00,18.04,2,dora-the-explorer,User,Venkat6871,0,1,0
tensorflow/tensorflow,3841108396,108628,when a single tensor and out of range axis is passed to tf.concat it silently succeeds,"issue type bug have you reproduced the bug with tensorflow nightly? no source source tensorflow version tf 2.20.0 custom code yes os platform and distribution no response mobile device no python version 3.12 bazel version no response gcc/compiler version no response cuda/cudnn version no response gpu model and memory no response current behavior? tf.concat raises an error when axis is out of range for a list of tensors, but silently succeeds when a single tensor is passed. even though no concatenation happens for a single tensor, it is surprising that axis validation is skipped, leading to inconsistent behavior. in pipelines with conditional or dynamic feature selection, the number of tensors passed to tf.concat may vary at runtime. if axis is invalid: the bug is silently masked when only one feature is enabled the same code crashes when two features are enabled standalone code to reproduce the issue [code block] relevant log output [code block]","when a single tensor and out of range axis is passed to tf.concat it silently succeeds issue type bug have you reproduced the bug with tensorflow nightly? no source source tensorflow version tf 2.20.0 custom code yes os platform and distribution no response mobile device no python version 3.12 bazel version no response gcc/compiler version no response cuda/cudnn version no response gpu model and memory no response current behavior? tf.concat raises an error when axis is out of range for a list of tensors, but silently succeeds when a single tensor is passed. even though no concatenation happens for a single tensor, it is surprising that axis validation is skipped, leading to inconsistent behavior. in pipelines with conditional or dynamic feature selection, the number of tensors passed to tf.concat may vary at runtime. if axis is invalid: the bug is silently masked when only one feature is enabled the same code crashes when two features are enabled standalone code to reproduce the issue [code block] relevant log output [code block]",type:bug|comp:ops|tf 2.19,type:bug,closed,2026-01-22 03:46:36+00:00,2026-01-22 22:12:50+00:00,18.44,2,dora-the-explorer,User,Venkat6871,0,0,0
tensorflow/tensorflow,3839727079,108608,tf.compat.forward compatible does not validate year/month/day ranges as documented,"issue type bug have you reproduced the bug with tensorflow nightly? no source source tensorflow version tensorflow 2.20.0 custom code yes os platform and distribution no response mobile device no python version 3.12 bazel version no response gcc/compiler version no response cuda/cudnn version no response gpu model and memory no response current behavior? the documentation for tf.compat.forward compatible(year, month, day) specifies that [inline code] must be in 1–12 and [inline code] must be in appropriate ranges for the given month. however, the implementation does not validate these ranges and is silently returning an output instead of raising an error standalone code to reproduce the issue [code block] relevant log output [code block]","tf.compat.forward compatible does not validate year/month/day ranges as documented issue type bug have you reproduced the bug with tensorflow nightly? no source source tensorflow version tensorflow 2.20.0 custom code yes os platform and distribution no response mobile device no python version 3.12 bazel version no response gcc/compiler version no response cuda/cudnn version no response gpu model and memory no response current behavior? the documentation for tf.compat.forward compatible(year, month, day) specifies that [inline code] must be in 1–12 and [inline code] must be in appropriate ranges for the given month. however, the implementation does not validate these ranges and is silently returning an output instead of raising an error standalone code to reproduce the issue [code block] relevant log output [code block]",type:bug|comp:core|tf 2.19,type:bug,closed,2026-01-21 19:35:06+00:00,2026-01-22 22:14:55+00:00,26.66,4,dora-the-explorer,User,Kayyuri,0,0,1
tensorflow/tensorflow,3839661440,108605,"tf.compat.dimension value returns a tensor when given a tensor, despite documentation stating it returns only int or none.","issue type bug have you reproduced the bug with tensorflow nightly? no source source tensorflow version tensorflow 2.20.0 custom code yes os platform and distribution no response mobile device no python version 3.12 bazel version no response gcc/compiler version no response cuda/cudnn version no response gpu model and memory no response current behavior? according to the documentation, tf.compat.dimension value has the following signature: dimension: union['dimension', int, none] returns: union[int, none] however, passing a tf.tensor is silently accepted and the tensor is returned unchanged, resulting in a return value outside the documented return type. standalone code to reproduce the issue [code block] relevant log output [code block]","tf.compat.dimension value returns a tensor when given a tensor, despite documentation stating it returns only int or none. issue type bug have you reproduced the bug with tensorflow nightly? no source source tensorflow version tensorflow 2.20.0 custom code yes os platform and distribution no response mobile device no python version 3.12 bazel version no response gcc/compiler version no response cuda/cudnn version no response gpu model and memory no response current behavior? according to the documentation, tf.compat.dimension value has the following signature: dimension: union['dimension', int, none] returns: union[int, none] however, passing a tf.tensor is silently accepted and the tensor is returned unchanged, resulting in a return value outside the documented return type. standalone code to reproduce the issue [code block] relevant log output [code block]",type:bug,type:bug,closed,2026-01-21 19:13:41+00:00,2026-01-22 22:16:16+00:00,27.04,3,dora-the-explorer,User,Venkat6871,0,1,1
