repo,issue_number,comment_id,clean_comment,comment_created_at,comment_author_login,comment_author_type,author_association,is_solution_comment,primary_label
microsoft/vscode,301547,4057091957,version: 1.111.0 (universal) commit: [hash] date: 2026-03-06t23:06:10z electron: 39.6.0 electronbuildid: 13330601 chromium: 142.0.7444.265 node.js: 22.22.0 v8: 14.2.231.22-electron.0 os: darwin arm64 24.6.0,2026-03-13 18:13:57+00:00,JulienBrunetDecathlon,User,NONE,0,duplicate
microsoft/vscode,301547,4057572057,[code block] [code block],2026-03-13 19:47:24+00:00,ganlvtech,User,NONE,0,duplicate
microsoft/vscode,301547,4057609068,duplicate of [url],2026-03-13 19:53:54+00:00,DougPlumley,User,NONE,0,duplicate
microsoft/vscode,301547,4069499570,duplicate of,2026-03-16 17:45:30+00:00,sandy081,User,MEMBER,0,duplicate
microsoft/vscode,301547,4069509865,duplicate of,2026-03-16 17:47:24+00:00,sandy081,User,MEMBER,0,duplicate
microsoft/vscode,301541,4056724338,milestone: [url],2026-03-13 17:22:33+00:00,mjbvz,User,COLLABORATOR,0,endgame-plan
microsoft/vscode,301541,4057856888,published as 0.39.1,2026-03-13 20:36:50+00:00,mjbvz,User,COLLABORATOR,0,endgame-plan
microsoft/vscode,301530,4056527786,"""not planned"" is somewhat strange as this obviously is a ui bug and low hanging fruit.",2026-03-13 16:50:59+00:00,tokoet,User,NONE,0,billing
microsoft/vscode,301518,4056577087,"can you take a screenshot to confirm what you're seeing? sounds like we might be needing overflow behavior in the ask questions ui. i know normal ask question tool calls are bounded. but mcp elicits are not, and overflow logic is probably good for varying screen sizes",2026-03-13 16:58:49+00:00,connor4312,User,MEMBER,0,bug
microsoft/vscode,301518,4056615378,a screenshot would help.,2026-03-13 17:05:12+00:00,meganrogge,User,COLLABORATOR,0,bug
microsoft/vscode,301518,4057765923,"here are the screenshots : broken (overflows) working (within the accepted height) probably an option to control the max size via settings would be good to allow any ui to be accomodated in the elicitation window, especially with multiple choice answers.",2026-03-13 20:20:40+00:00,pepinho24,User,NONE,0,bug
microsoft/vscode,301518,4071210375,verified,2026-03-16 23:05:41+00:00,jruales,User,CONTRIBUTOR,0,bug
microsoft/vscode,301515,4056005695,hi¨,2026-03-13 15:28:05+00:00,vadelma247,User,NONE,0,invalid
microsoft/vscode,301508,4056657625,"try disabling kitty keyboard: [code block] the latest update forced this change to auto-opt in, and it's caused breakage with fzf, kiro-cli, vim, etc",2026-03-13 17:11:44+00:00,cjlawson02,User,NONE,0,bug
microsoft/vscode,301508,4057572355,"this breaks any app that needs ctrl+c for interruption. the setting above fixes it, but imo that's a big problem to have in a default setup.",2026-03-13 19:47:28+00:00,v-ko,User,NONE,1,bug
microsoft/vscode,301508,4057833084,"thanks, that worked. keeping it in the setup for the forseable future i guess",2026-03-13 20:32:06+00:00,almulalic,User,NONE,0,bug
microsoft/vscode,301508,4070625699,there has been some recent fixes with kitty keyboard protocol. could folks please try enabling kitty keyboard protocol and and try latest insiders? [insiders build]( [url] should be fixed with [url] /dup [url],2026-03-16 21:12:41+00:00,anthonykim1,User,CONTRIBUTOR,1,bug
microsoft/vscode,301508,4084735142,"there has been some recent fixes with kitty keyboard protocol. could folks please try enabling kitty keyboard protocol and and try latest insiders? [insiders build]( [url] should be fixed with [xtermjs/xterm.js]( [url] /dup []( [url] i tried 1.112 and latest insider 1.113, but this seems not fixed. on latest insider, with wsl + zsh + neovim, i tried to insert !() but they became ""190"": here is the keyboard shortcut debugging output: also tested on macos with zsh + neovim with 1.112 and the issue is the same. pwsh + neovim directly in windows instead of wsl + zsh has no issue. both of my neovim in macos and wsl are a nightly version though. not sure if there is also any issue from their side.",2026-03-18 18:26:56+00:00,chrisyqpro,User,NONE,1,bug
microsoft/vscode,301506,4056107719,"i can report same issue. after update to 1.111.0 vscode became unusable. simple code completion is taking forever, pasting code is taking forever.",2026-03-13 15:44:19+00:00,psdlt,User,NONE,0,unlabelled
microsoft/vscode,301506,4084430757,"the issue seems to be resolved for me now, most likely after the copilot extension update.",2026-03-18 17:44:44+00:00,maxfromit,User,NONE,1,unlabelled
microsoft/vscode,301498,4055348440,here's the [inline code] file to help reproduce the issue: [h6.md]( [url],2026-03-13 14:07:31+00:00,awvalenti,User,NONE,0,unlabelled
microsoft/vscode,301498,4056681001,just installed 1.111.0. same bug is present.,2026-03-13 17:15:41+00:00,awvalenti,User,NONE,0,unlabelled
microsoft/vscode,301498,4057419868,"just installed 1.111.0. same bug is present. this looks like expected behavior, not a bug. markdown supports heading levels only from h1 to h6. sticky scroll also has a max visible line limit, and by default maxlinecount in src\vs\editor\common\config\editoroptions.ts is 5, so only 5 heading levels can be pinned at once.",2026-03-13 19:16:20+00:00,KalashThakare,User,NONE,0,unlabelled
microsoft/vscode,301498,4057483688,"ok, didn't know about [inline code] . setting it to 6 solved the problem, thanks!",2026-03-13 19:29:32+00:00,awvalenti,User,NONE,1,unlabelled
microsoft/vscode,301491,4056243902,"could you follow the steps from [url] to capture a cpu profile of the process responsible to perform the update download. please use the insiders from [url] for the capture, however if you can only repro the issue with stable then capture a profile with stable. you can share the profile to vscode-logs.com",2026-03-13 16:07:24+00:00,deepak1556,User,COLLABORATOR,0,bug
microsoft/vscode,301491,4056301930,"by ""freezes"", do you mean the message is spinning, but the rest of the application remains functional or an actual freeze (as in you are unable to type or use anything at all)?",2026-03-13 16:16:28+00:00,dmitrivMS,User,CONTRIBUTOR,0,bug
microsoft/vscode,301491,4070583461,related pr to address sticky notification issue.,2026-03-16 21:03:41+00:00,dmitrivMS,User,CONTRIBUTOR,0,bug
microsoft/vscode,301464,4054451548,how do i update ?,2026-03-13 11:31:46+00:00,rodrigoribeiroboss-glitch,User,NONE,0,billing
microsoft/vscode,301458,4055488455,"i have the same exact issue. i even tried adding billing info and setting up a budget greater than 0 for model usage, because i thought it could've had something to do with that, but doesn't seem like it. thanks for sharing",2026-03-13 14:22:12+00:00,AngreeCloud,User,NONE,0,bug
microsoft/vscode,301458,4055609769,"unfortunately, they've discontinued sonnet, opus and gpt 5.4 in the student educational plan check this discussion: [url]",2026-03-13 14:36:25+00:00,ahlem-phantom,User,NONE,0,bug
microsoft/vscode,301458,4056121937,"-phantom you must be joking, literally all other ais are useless af... i don't even know based on what logic they thought it'd be useful. literally except gpt 5.4 and opus (sonnet is also idiot) no other ai was useful. they miss everything or makes things complicated and worse thing is, mostly they make already existing project with even more issues. like literally messes up more. for my case, boring and automated stuff were extremely easy with opus now student pack is not even student friendly. at least they could increase the credit usage for student or something and let them still use the proper ai tools...",2026-03-13 15:46:53+00:00,Metercedes,User,NONE,0,bug
microsoft/vscode,301458,4060231569,"i encountered this issue as well, and ultimately found that the advanced model cannot be used in some regions, requiring the use of a vpn proxy.",2026-03-14 10:23:25+00:00,fly55555,User,NONE,0,bug
microsoft/vscode,301458,4060318706,same problem is with me,2026-03-14 11:23:35+00:00,gitprajapati,User,NONE,0,bug
microsoft/vscode,301458,4060679398,[url],2026-03-14 15:00:00+00:00,AsitDixit,User,NONE,0,bug
microsoft/vscode,301458,4061273307,"i had the student pro account, after the update of models listing by copilot i upraded to a copilot pro with paid version which comes with a 1 month free trial by default but still i am not able to access those models",2026-03-14 20:02:04+00:00,MuhammadEmmadSiddiqui,User,NONE,0,bug
microsoft/vscode,301458,4061947160,"if you downgrade copilot or use [opencode]( [url] these models are still available. but i've already switched to antigravity. offtop: in addition, gitkraken has become unavailable by student subscription (only 6 free months), as well as other services such as unity pro (1 yr). as well as services such as namecheap, which only require a us/canada university mail. i think the student package will soon become useless.",2026-03-15 01:44:46+00:00,serega404,User,NONE,0,bug
microsoft/vscode,301458,4065816693,"i had the student pro account, after the update of models listing by copilot i upraded to a copilot pro with paid version which comes with a 1 month free trial by default but still i am not able to access those models same. i was a student account, and i'm now paying for copilot pro. however, it shows ""contact your admin"" when i choose gpt 5.4",2026-03-16 08:07:20+00:00,SJoJoK,User,NONE,0,bug
microsoft/vscode,301458,4065901910,"same as me, now it show contact your admin in copilot pro, not in student",2026-03-16 08:22:10+00:00,Superjoasari,User,NONE,0,bug
microsoft/vscode,301458,4065928328,same to me.,2026-03-16 08:25:40+00:00,GroverNoah,User,NONE,0,bug
microsoft/vscode,301458,4065933279,so this is international? i have contacnt your admin when i bought colipot! sad,2026-03-16 08:26:12+00:00,jgero961-design,User,NONE,0,bug
microsoft/vscode,301458,4066015824,"i have a personal account (pro not student, it never has been) and the same problem",2026-03-16 08:41:57+00:00,franer-GG,User,NONE,0,bug
microsoft/vscode,301458,4066062319,same to me.,2026-03-16 08:51:03+00:00,qpalzn0021,User,NONE,0,bug
microsoft/vscode,301458,4066102024,same issue here cannot use gpt-5.4. i also have pro account.,2026-03-16 08:58:35+00:00,prof-jagpreet,User,NONE,0,bug
microsoft/vscode,301458,4066141707,"i have an individual pro account (not enrolled in student programs), and this is still affecting me. i cannot access advanced models like gpt 5.4 or claude sonnet, etc",2026-03-16 09:06:30+00:00,LPFchan,User,NONE,0,bug
microsoft/vscode,301458,4066211781,same here. i have copilot pro (not a student account),2026-03-16 09:19:00+00:00,Virakhit,User,NONE,0,bug
microsoft/vscode,301458,4066258206,same here. i have copilot pro too (not a student account),2026-03-16 09:26:13+00:00,yujiaze00,User,NONE,0,bug
microsoft/vscode,301458,4066303481,same issue here. i have copilot pro,2026-03-16 09:32:40+00:00,saadqayyum39391,User,NONE,0,bug
microsoft/vscode,301458,4066445907,"same issue here all the models says contact your admin, i have copilot pro",2026-03-16 09:54:09+00:00,DhanishwarB04,User,NONE,0,bug
microsoft/vscode,301458,4066467984,this is the reason for this. the extension has an error.,2026-03-16 09:57:21+00:00,prof-jagpreet,User,NONE,0,bug
microsoft/vscode,301458,4066584381,same as me too today can't reach claude opus 4.6,2026-03-16 10:15:37+00:00,martinodeg12-cloud,User,NONE,0,bug
microsoft/vscode,301458,4066595177,this is the reason for this. the extension has an error. not on my end. i also have a github pro subscription but was previously on student.,2026-03-16 10:17:31+00:00,yungryce,User,NONE,0,bug
microsoft/vscode,301458,4066619963,"same for me, i have the pro edition (not student) but models are inaccessible",2026-03-16 10:21:57+00:00,ChubbyBunny1,User,NONE,0,bug
microsoft/vscode,301458,4066626842,"same. it's very annoying. i had a student plan and they've forced me to pay for what was previously free and even now (with normal/regular/not student pro ), i can't use it. really time to look for another agent.",2026-03-16 10:23:14+00:00,halmaikristof,User,NONE,0,bug
microsoft/vscode,301458,4066649477,"same for me, i have the pro edition (not student) but models are inaccessible same here, pro licence, no longer available models",2026-03-16 10:26:55+00:00,muuoomia,User,NONE,0,bug
microsoft/vscode,301458,4066893807,same issue im on pro,2026-03-16 11:10:23+00:00,hahbiu52-2,User,NONE,0,bug
microsoft/vscode,301458,4066914659,"i just encountered the same, it was mid-prompt generation and just stopped with an error about upstream model provider having high command, switch to auto, and they were all disabled. added my own openai apikey, and it only has up to gpt-5, very lame. pro account, never been a student",2026-03-16 11:14:32+00:00,chatterchats,User,NONE,0,bug
microsoft/vscode,301458,4066980334,"same issue, copilot pro",2026-03-16 11:27:16+00:00,JeanlucaGodinho,User,NONE,0,bug
microsoft/vscode,301458,4066992334,i have the same problem. i have a pro account on the trial. i've never been on the student plan.,2026-03-16 11:29:30+00:00,romansh,User,NONE,0,bug
microsoft/vscode,301458,4067012278,"same issue, using pro",2026-03-16 11:33:07+00:00,jakubgatarski,User,NONE,0,bug
microsoft/vscode,301458,4067028977,"same problem for me, and i am a subscriber for copilot pro, not a student account.",2026-03-16 11:36:24+00:00,Nealgo,User,NONE,0,bug
microsoft/vscode,301458,4067035261,", can we ask to look at it with bigger priority",2026-03-16 11:37:39+00:00,gagowy,User,NONE,0,bug
microsoft/vscode,301458,4067042689,"hello guys! if you don't have the student pack but are still getting this error, try switching to copilot cli. the problem will go away. upd. this will only help if you're getting the ""contact your admin"" error. if the models simply disappeared from the list, they're unlikely to appear.",2026-03-16 11:39:11+00:00,DosX-dev,User,NONE,0,bug
microsoft/vscode,301458,4067060485,"hello guys! if you don't have the student pack but are still getting this error, try switching to copilot cli. the problem will go away. this did not resolve the ""contact your admin"" issue for me. it only removed the unavailable models from the list.",2026-03-16 11:42:38+00:00,itzcole51,User,NONE,0,bug
microsoft/vscode,301458,4067072451,it did not resolve the issue for me. it helped for my friends ¯\ (ツ) /¯,2026-03-16 11:45:01+00:00,DosX-dev,User,NONE,0,bug
microsoft/vscode,301458,4067112677,"hello guys! if you don't have the student pack but are still getting this error, try switching to copilot cli. the problem will go away. upd. this will only help if you're getting the ""contact your admin"" error. if the models simply disappeared from the list, they're unlikely to appear. it helped halfway. anthropic models appeared, but not all openai models. gpt-5.4 is only available for the cloud option.",2026-03-16 11:52:32+00:00,romansh,User,NONE,0,bug
microsoft/vscode,301458,4067119607,"hello guys! if you don't have the student pack but are still getting this error, try switching to copilot cli. the problem will go away. upd. this will only help if you're getting the ""contact your admin"" error. if the models simply disappeared from the list, they're unlikely to appear. it helped halfway. anthropic models appeared, but not all openai models. gpt-5.4 is only available for the cloud option. helped as much as i could 🤔",2026-03-16 11:53:56+00:00,DosX-dev,User,NONE,0,bug
microsoft/vscode,301458,4067179845,"same, pro cannot use the models i was using a few minutes ago.",2026-03-16 12:05:06+00:00,DZ20000,User,NONE,0,bug
microsoft/vscode,301458,4067560442,"guys, i thought it is the problem for the ""free trial"" account. [url] this solves the problem.",2026-03-16 13:11:06+00:00,fligenfert,User,NONE,1,bug
microsoft/vscode,301458,4067724481,突然就移除了opus支持，我弄了半天还以为是我vpn的问题...,2026-03-16 13:36:53+00:00,ceilf6,User,NONE,0,bug
microsoft/vscode,301458,4067778573,"i suggest waiting for them to fix it, so you don't lose a month of free copilot",2026-03-16 13:45:31+00:00,Francesco146,User,NONE,1,bug
microsoft/vscode,301458,4068236737,"i solved it. steps that fixed it for me: platform: windows 1. sign out from github copilot in visual studio code. 2. uninstall visual studio code. 3. delete the following folders: %appdata%\code %userprofile%\\.vscode 4. restart the computer. 5. install a fresh copy of visual studio code from [url] 6. sign in again with github copilot. after this, the claude models started working again.",2026-03-16 14:50:22+00:00,saadqayyum-cyber,User,NONE,1,bug
microsoft/vscode,301458,4068770300,"i solved it. steps that fixed it for me: platform: windows 1. sign out from github copilot in visual studio code. 2. uninstall visual studio code. 3. delete the following folders: %appdata%\code %userprofile%\.vscode 4. restart the computer. 5. install a fresh copy of visual studio code from [url] 6. sign in again with github copilot. after this, the claude models started working again. i wonder how i can do that via macos? another thing is, were you student or normal paid user?",2026-03-16 16:01:29+00:00,Metercedes,User,NONE,1,bug
microsoft/vscode,301458,4068856901,"i solved it. steps that fixed it for me: platform: windows 1. sign out from github copilot in visual studio code. 2. uninstall visual studio code. 3. delete the following folders: %appdata%\code %userprofile%.vscode 4. restart the computer. 5. install a fresh copy of visual studio code from [url] 6. sign in again with github copilot. after this, the claude models started working again. i wonder how i can do that via macos? another thing is, were you student or normal paid user? chatgpt answer, i removed vs from applications by dragging to bin then cleaning the bin, then deleted these on my mac 1️⃣ main vs code user data /library/application support/code 2️⃣ extensions (important for copilot issues) /.vscode 3️⃣ cached data (optional but good) /library/caches/com.microsoft.vscode 4️⃣ settings storage /library/preferences/com.microsoft.vscode.plist restarted my mac and everything but still doesnt work for me, im on free trial tho",2026-03-16 16:11:36+00:00,hahbiu52-2,User,NONE,1,bug
microsoft/vscode,301458,4068884556,"i solved it. steps that fixed it for me: platform: windows 1. sign out from github copilot in visual studio code. 2. uninstall visual studio code. 3. delete the following folders: %appdata%\code %userprofile%.vscode 4. restart the computer. 5. install a fresh copy of visual studio code from [url] 6. sign in again with github copilot. after this, the claude models started working again. i wonder how i can do that via macos? another thing is, were you student or normal paid user? i am on copilot pro free trial.",2026-03-16 16:14:47+00:00,saadqayyum-cyber,User,NONE,1,bug
microsoft/vscode,301458,4069277075,"same issue on copilot pro personal account (no org). claude sonnet 4.6, opus 4.6, gpt-5.4 all show ""contact your admin"". quota not exhausted (67/300). started march 16. vs code stable, not insiders.",2026-03-16 17:15:14+00:00,2001rahulkunu-dev,User,NONE,0,bug
microsoft/vscode,301458,4069854228,"more about the updates to the github copilot for students plan can be found here [url] for this issue we had a bug that we were incorrectly showing ""contact your admin"" for unavailable models. we have fixed that, and that wrong message will no longer appear. if you are on a pro trial account and you are not seeing models - that is a separate bug that we are investigating and i expect to have fixed soon. more details here [url] since this issue was about the wrong client side message and we fixed it, i will go ahead and close. thank you for your feedback 🙏",2026-03-16 18:48:32+00:00,isidorn,User,COLLABORATOR,1,bug
microsoft/vscode,301458,4069876510,"hello, where can i find the open issue for the ones in pro trial?",2026-03-16 18:52:50+00:00,Francesco146,User,NONE,0,bug
microsoft/vscode,301458,4070325057,fix here [url],2026-03-16 20:13:43+00:00,Hydralerne,User,NONE,1,bug
microsoft/vscode,301458,4070336598,"that will remove one free month of copilot, i think i'll wait for the actual fix instead of give up a free month",2026-03-16 20:15:47+00:00,Francesco146,User,NONE,1,bug
microsoft/vscode,301458,4070378181,i am hitting the same thing on stable 1.111.0 on windows with a pro personal account as well.,2026-03-16 20:22:51+00:00,Sheepdog2142,User,NONE,0,bug
microsoft/vscode,301458,4070382631,"ccount (no org). claude sonnet 4.6, opus 4.6, gpt-5.4 all show ""contact your admin"". quota not exhausted (67/300). started march 16. same here. they closed the ticket but did not fix the issue.",2026-03-16 20:23:37+00:00,Sheepdog2142,User,NONE,1,bug
microsoft/vscode,301458,4070387767,"that will remove one free month of copilot, i think i'll wait for the actual fix instead of give up a free month it didn't, all stays the same",2026-03-16 20:24:33+00:00,Hydralerne,User,NONE,1,bug
microsoft/vscode,301458,4070393201,[url],2026-03-16 20:25:40+00:00,Francesco146,User,NONE,0,bug
microsoft/vscode,301458,4070403960,"[]( [url] [url] sorry i just saw it, i freezed my card and no money taken till now",2026-03-16 20:27:55+00:00,Hydralerne,User,NONE,0,bug
microsoft/vscode,301458,4070663592,1.110 github pro personal subscription - only got claude haiku no sonnet or opus as of today. was available yesterday. only 33% usage of premium requests.,2026-03-16 21:20:53+00:00,thecheesemp,User,NONE,0,bug
microsoft/vscode,301458,4082695256,"i've already been charged for copilot pro, but i can't use opus 4.6 in vs code.",2026-03-18 13:46:55+00:00,davincerepo,User,NONE,0,bug
microsoft/vscode,301451,4054293904,fuc k u you stupid shit,2026-03-13 11:00:47+00:00,88888888vscode,User,NONE,0,invalid
microsoft/vscode,301451,4054295621,fuck u,2026-03-13 11:01:03+00:00,88888888vscode,User,NONE,0,invalid
microsoft/vscode,301440,4054208806,meet the same problem,2026-03-13 10:44:33+00:00,CyCle1024,User,NONE,0,duplicate
microsoft/vscode,301440,4054706483,"this is an really urgent issue! updating vs code made my most important extensions (remote ssh, python) outdated and now they can't be updated!",2026-03-13 12:20:16+00:00,Maerkert,User,NONE,0,duplicate
microsoft/vscode,301440,4071664169,"i can also reproduce this issue when connecting to a linux (ubuntu) ssh host. environment: - vs code: 1.111.0 - remote - ssh extension: 0.120.0 / 0.122.0 (both tested) - local os: windows 11 - remote os: ubuntu 22.04.5 lts (x86 64) - remote glibc: 2.35 steps to reproduce: 1. connect to the ubuntu machine using remote - ssh. 2. try to install any extension on the ssh host (e.g. python, pylance, c/c++, clangd). 3. installation fails.",2026-03-17 01:11:06+00:00,ZhangWT02,User,NONE,0,duplicate
microsoft/vscode,301440,4082962369,duplicate of,2026-03-18 14:25:07+00:00,sandy081,User,MEMBER,0,duplicate
microsoft/vscode,301428,4056801177,"this already exists! it's called the accessible view, which can be opened via [inline code] with focus in the terminal!",2026-03-13 17:33:56+00:00,meganrogge,User,COLLABORATOR,0,unlabelled
microsoft/vscode,301428,4062959395,but this does not open the content in a separate editable tab as an unsaved file.,2026-03-15 13:10:32+00:00,A1-Mathematik,User,NONE,0,unlabelled
microsoft/vscode,301421,4053484774,"workaround until this is officially fixed, you can patch it locally with a single character change: quick fix (one-liner) back up and patch: [code block] then reload vs code (cmd/ctrl+shift+p → ""developer: reload window""). what it does in the minified [inline code] , the image handler checks whether line-range params were provided: [code block] the v1 [inline code] / [inline code] params are simply ignored and the full image data is returned, which is the correct behavior. caveats - this patch will be overwritten when the copilot chat extension updates. - on linux, use [inline code] (without [inline code] ) instead of [inline code] .",2026-03-13 08:13:18+00:00,kangarko,User,NONE,1,unlabelled
microsoft/vscode,301421,4055761323,"still discussing this here, thanks for pointing out this issue, will merge it in [url]",2026-03-13 14:55:00+00:00,connor4312,User,MEMBER,0,unlabelled
microsoft/vscode,301405,4053126881,currently only manual download + gunzip + install,2026-03-13 06:41:48+00:00,Jerry-CodeHub,User,NONE,0,unlabelled
microsoft/vscode,301405,4053202706,版本: 1.111.0 (universal) 提交: [hash] 日期: 2026-03-06t23:06:10z electron: 39.6.0 electronbuildid: 13330601 chromium: 142.0.7444.265 node.js: 22.22.0 v8: 14.2.231.22-electron.0 os: darwin x64 25.3.0 same issue,2026-03-13 07:01:53+00:00,cheng0214,User,NONE,0,unlabelled
microsoft/vscode,301405,4053220328,"2026-03-13 12:01:17.106 [error] [window] error: end of central directory record signature not found. either not a zip file, or file is truncated. at ob (file:///applications/visual%20studio%20code.app/contents/resources/app/out/vs/code/electron-utility/sharedprocess/sharedprocessmain.js:450:28625) at file:///applications/visual%20studio%20code.app/contents/resources/app/out/vs/code/electron-utility/sharedprocess/sharedprocessmain.js:450:29929 at /applications/visual studio code.app/contents/resources/app/node modules/yauzl/index.js:40:7 at /applications/visual studio code.app/contents/resources/app/node modules/yauzl/index.js:190:5 at /applications/visual studio code.app/contents/resources/app/node modules/yauzl/index.js:712:5 at /applications/visual studio code.app/contents/resources/app/node modules/yauzl/fd-slicer.js:33:7 at fsreqcallback.wrapper [as oncomplete] (node:fs:671:5) 2026-03-13 12:01:17.107 [error] [window] end of central directory record signature not found. either not a zip file, or file is truncated.: error: end of central directory record signature not found. either not a zip file, or file is truncated. at ob (file:///applications/visual%20studio%20code.app/contents/resources/app/out/vs/code/electron-utility/sharedprocess/sharedprocessmain.js:450:28625) at file:///applications/visual%20studio%20code.app/contents/resources/app/out/vs/code/electron-utility/sharedprocess/sharedprocessmain.js:450:29929 at /applications/visual studio code.app/contents/resources/app/node modules/yauzl/index.js:40:7 at /applications/visual studio code.app/contents/resources/app/node modules/yauzl/index.js:190:5 at /applications/visual studio code.app/contents/resources/app/node modules/yauzl/index.js:712:5 at /applications/visual studio code.app/contents/resources/app/node modules/yauzl/fd-slicer.js:33:7 at fsreqcallback.wrapper [as oncomplete] (node:fs:671:5)",2026-03-13 07:06:26+00:00,fulei-9,User,NONE,0,unlabelled
microsoft/vscode,301405,4053234347,"currently only manual download + gunzip + install i can't resolve this by gunzip, it's already a zip package for me",2026-03-13 07:09:44+00:00,Yuxin-Lou,User,NONE,0,unlabelled
microsoft/vscode,301405,4053287994,"i tried to solve this problem including checking networks/ proxy, re-installing vscode and deleting all the cache of installed extensions for the whole afternoon yesterday. it seems that it's ok on local but fails in dev-containers and remotes. i can only download and install manually one by one. [local] windows 10 vscode 1.111.0 (installed on mar 12th) [ssh remote] ubuntu 20.04",2026-03-13 07:23:47+00:00,Peanuts1226,User,NONE,0,unlabelled
microsoft/vscode,301405,4053418444,"currently only manual download + gunzip + install目前仅支持手动下载 + gunzip + 安装 i can't resolve this by gunzip, it's already a zip package for me my case is different from yours. the marketplace api returns the vspackage with content-encoding: gzip, but vs code's download logic does not decompress it before passing it to the zip extractor (yauzl). here's my evidence: 1. response headers confirm gzip encoding: content-type: application/vsix; api-version=7.2-preview.1 content-encoding: gzip 2. downloaded file is gzip, not zip: bash$ curl -l -o /tmp/test.vsix "" [url] $ file /tmp/test.vsix /tmp/test.vsix: gzip compressed data, max speed, from fat filesystem (ms-dos, os/2, nt), original size modulo 2^32 9250244 3. node.js https module does not auto-decompress content-encoding: gzip: bash$ node -e "" const https = require('https'); https.get(' [url] (res) = { console.log('content-encoding:', res.headers['content-encoding']); let chunks = []; res.on('data', c = chunks.push(c)); res.on('end', () = { const buf = buffer.concat(chunks); console.log('first bytes (hex):', buf.slice(0,4).tostring('hex')); // zip starts with 504b0304, gzip starts with 1f8b }); });"" [code block] content-encoding: gzip first bytes (hex): 1f8b0800 4. after manual gunzip, the file becomes a valid zip/vsix: bash$ mv /tmp/test.vsix /tmp/test.vsix.gz && gunzip /tmp/test.vsix.gz $ file /tmp/test.vsix /tmp/test.vsix: zip archive data $ unzip -t /tmp/test.vsix ok so the root cause is: the marketplace returns gzip-compressed body with proper content-encoding: gzip header, but vs code writes the raw gzip bytes to disk without decompressing, then yauzl fails because it expects a zip file. this may be region-dependent — i'm in china (beijing), which might explain why you receive uncompressed zip while i receive gzip-encoded responses. environment: vs code 1.111.0 (universal), macos arm64 network: standard connection with clash tun proxy (also reproduced without proxy)",2026-03-13 07:56:25+00:00,Jerry-CodeHub,User,NONE,0,unlabelled
microsoft/vscode,301405,4053640516,is this the same problem?,2026-03-13 08:49:29+00:00,Joey0609,User,NONE,0,unlabelled
microsoft/vscode,301405,4060751523,"receiving same error in us, so not region-specific. some extensions install, others do not. ones that fail are gziped and fail on unzip. spent most of the day on this. frustrating.",2026-03-14 15:50:34+00:00,mikenelson-io,User,NONE,0,unlabelled
microsoft/vscode,301405,4071160253,same as,2026-03-16 22:55:02+00:00,andersoal,User,NONE,0,unlabelled
microsoft/vscode,301405,4072837276,"the issue has resolved on my end. i'm not entirely sure what changed — it could be a server-side fix from microsoft (the marketplace api may have stopped returning gzip-encoded responses for my region), or something changed in my network environment. for the record, the root cause was: the marketplace api returned vspackage with content-encoding: gzip, but the response body was not decompressed before being passed to yauzl for zip extraction. this may have been a transient server-side behavior. closing this issue. if anyone encounters the same problem, the workaround is to manually download the vsix with curl --compressed, which forces gzip decompression.",2026-03-17 07:04:13+00:00,Jerry-CodeHub,User,NONE,1,unlabelled
microsoft/vscode,301403,4053214127,same problem serious bug,2026-03-13 07:04:57+00:00,Joey0609,User,NONE,0,duplicate
microsoft/vscode,301403,4053347476,"2026-03-13 09:10:34.148 [error] [窗口] end of central directory record signature not found. either not a zip file, or file is truncated.: error: end of central directory record signature not found. either not a zip file, or file is truncated. at ob (file:///c:/program%20files/microsoft%20vs%20code/ [hash] /resources/app/out/vs/code/electron-utility/sharedprocess/sharedprocessmain.js:450:28625) at file:///c:/program%20files/microsoft%20vs%20code/ [hash] /resources/app/out/vs/code/electron-utility/sharedprocess/sharedprocessmain.js:450:29929 at c:\program files\microsoft vs code\ [hash] \resources\app\node modules\yauzl\index.js:40:7 at c:\program files\microsoft vs code\ [hash] \resources\app\node modules\yauzl\index.js:190:5 at c:\program files\microsoft vs code\ [hash] \resources\app\node modules\yauzl\index.js:712:5 at c:\program files\microsoft vs code\ [hash] \resources\app\node modules\yauzl\fd-slicer.js:33:7 at fsreqcallback.wrapper [as oncomplete] (node:fs:671:5) same problem",2026-03-13 07:37:37+00:00,HonokaRen,User,NONE,0,duplicate
microsoft/vscode,301403,4053883273,"same problem for latest 1.110.1- [hash] in ubuntu 24.04. but even a downgrade didn't fixed it, so probably not a client but a marketplace issue.",2026-03-13 09:40:53+00:00,micheleIT,User,NONE,1,duplicate
microsoft/vscode,301403,4054122834,"same issue for same all vscode versions, seems to be a marketplace issue",2026-03-13 10:27:11+00:00,aguiller31,User,NONE,0,duplicate
microsoft/vscode,301403,4054680607,manual installation also doesn't work for me,2026-03-13 12:15:22+00:00,daleksan,User,NONE,0,duplicate
